Env,Year,Field_Location,Experiment,Replicate,Block,Plot,Range,Pass,Hybrid,Hybrid_orig_name,Hybrid_Parent1,Hybrid_Parent2,Plot_Area_ha,Date_Planted,Date_Harvested,Stand_Count_plants,Pollen_DAP_days,Silk_DAP_days,Plant_Height_cm,Ear_Height_cm,Root_Lodging_plants,Stalk_Lodging_plants,Yield_Mg_ha,Grain_Moisture,Twt_kg_m3
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,1,1,1,ICI_441/LH185,ICI 441/LH185,ICI_441,LH185,0.000696773415977961,5/16/17,11/13/17,33,NA,NA,137,46,NA,3,1.76126079307227,23.8,722.11091622912
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,2,1,1,ICI_441/LH51,ICI 441/LH51,ICI_441,LH51,0.000696773415977961,5/16/17,11/13/17,32,NA,NA,140,58,NA,3,1.82277310872483,20.6,738.84432427008
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,3,1,2,LH195/PHG83,LH195/PHG83,LH195,PHG83,0.000696773415977961,5/16/17,11/13/17,34,NA,NA,157,56,7,7,3.70140944288923,24.1,741.41869473792
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,4,1,2,B73/PHM49,B73/PHM49,B73,PHM49,0.000696773415977961,5/16/17,11/13/17,38,NA,NA,130,53,8,4,2.4548435358894,14.8,792.90610409472
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,5,1,3,PHN66/PHN82,PHN66/PHN82,PHN66,PHN82,0.000696773415977961,5/16/17,11/13/17,32,NA,NA,122,51,NA,NA,2.6067412949498,15.4,790.33173362688
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,6,1,3,PHW52/PHZ51,PHW52/PHZ51,PHW52,PHZ51,0.000696773415977961,5/16/17,11/13/17,35,NA,NA,137,61,NA,7,2.88354671538632,17,769.73676988416
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,7,1,4,W10004_0216/PHZ51,W10004_0216/PHZ51,W10004_0216,PHZ51,0.000696773415977961,5/16/17,11/13/17,37,NA,NA,160,71,NA,7,2.66009381362804,16.8,768.44958465024
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,8,1,4,PHB47/PHR55,PHB47/PHR55,PHB47,PHR55,0.000696773415977961,5/16/17,11/13/17,40,NA,NA,124,51,NA,12,3.13398971482889,14.9,794.19328932864
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,9,1,5,PHN66/PHZ51,PHN66/PHZ51,PHN66,PHZ51,0.000696773415977961,5/16/17,11/13/17,34,NA,NA,132,58,NA,3,2.89798327926396,14.5,801.91640073216
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,10,1,5,PHW52/PHK56,PHW52/PHK56,PHW52,PHK56,0.000696773415977961,5/16/17,11/13/17,34,NA,NA,122,38,NA,3,3.28714282726995,14.5,803.20358596608
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,11,1,6,LH198/PHW30,LH198/PHW30 ,LH198,PHW30,0.000696773415977961,5/16/17,11/13/17,38,NA,NA,132,58,8,NA,3.34991049630318,15.9,785.1829926912
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,12,1,6,LH82/PHB47,PHB47/LH82,PHB47,LH82,0.000696773415977961,5/16/17,11/13/17,40,NA,NA,119,48,24,4,3.68195146548893,14.2,810.9266973696
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,13,1,7,LH195/LH51,LH195/LH51,LH195,LH51,0.000696773415977961,5/16/17,11/13/17,35,NA,NA,168,79,14,4,1.67401373311609,23.5,731.12121286656
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,14,1,7,LH185/LH198,LH198/LH185,LH198,LH185,0.000696773415977961,5/16/17,11/13/17,37,NA,NA,163,66,NA,NA,3.4691690674663,16.3,780.03425175552
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,15,1,8,LH198/PHG83,LH198/PHG83,LH198,PHG83,0.000696773415977961,5/16/17,11/13/17,39,NA,NA,152,79,8,4,2.87350388834101,17.3,762.01365848064
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,16,1,8,LH195/PHW30,LH195/PHW30 ,LH195,PHW30,0.000696773415977961,5/16/17,11/13/17,41,NA,NA,147,69,NA,NA,3.21370465450108,21,755.57773231104
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,17,1,9,ICI_441/LH38,ICI 441/LH38,ICI_441,LH38,0.000696773415977961,5/16/17,11/13/17,29,NA,NA,135,48,6,3,2.52514332520661,14.2,807.06514166784
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,18,1,9,ICI_441/PHZ51,ICI 441/PHZ51,ICI_441,PHZ51,0.000696773415977961,5/16/17,11/13/17,31,NA,NA,157,61,12,NA,4.41696086986799,16.3,783.89580745728
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,19,1,10,PHN66/LH51,PHN66/LH51,PHN66,LH51,0.000696773415977961,5/16/17,11/13/17,31,NA,NA,127,48,12,3,2.85530126432137,14.4,804.4907712
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,20,1,10,LH195/PHN82,LH195/PHN82,LH195,PHN82,0.000696773415977961,5/16/17,11/13/17,38,NA,NA,132,53,NA,4,3.91607487098286,23.9,743.99306520576
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,21,2,10,PHW52/PHW30,PHW52/PHW30 ,PHW52,PHW30,0.000696773415977961,5/16/17,11/13/17,25,NA,NA,140,53,10,3,2.50317464104498,14.5,792.90610409472
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,22,2,10,PHG29/PHG47,PHG29/PHG47,PHG29,PHG47,0.000696773415977961,5/16/17,11/13/17,28,NA,NA,NA,NA,14,3,2.21444336349215,12.9,813.50106783744
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,23,2,9,ICI_441/PHW30,ICI 441/PHW30 ,ICI_441,PHW30,0.000696773415977961,5/16/17,11/13/17,33,NA,NA,150,56,10,3,3.71145226993455,16.8,772.311140352
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,24,2,9,LH198/LH82,LH198/LH82,LH198,LH82,0.000696773415977961,5/16/17,11/13/17,27,NA,NA,127,53,8,3,3.32794181214155,15.3,795.48047456256
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,25,2,8,ICI_441/PHN82,ICI 441/PHN82,ICI_441,PHN82,0.000696773415977961,5/16/17,11/13/17,31,NA,NA,102,61,6,3,3.23881172211437,14.9,796.76765979648
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,26,2,8,ICI_441/LH123HT,ICI 441/LH123HT,ICI_441,LH123HT,0.000696773415977961,5/16/17,11/13/17,34,NA,NA,160,64,10,NA,3.07310507586666,16.9,769.73676988416
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,27,2,7,PHW52/PHG47,PHW52/PHG47,PHW52,PHG47,0.000696773415977961,5/16/17,11/13/17,32,NA,NA,NA,38,10,3,2.8967279258833,15.5,787.75736315904
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,28,2,7,LH198/PHN82,LH198/PHN82,LH198,PHN82,0.000696773415977961,5/16/17,11/13/17,27,NA,NA,NA,51,3,3,2.95259115132287,15.4,790.33173362688
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,29,2,6,LH198/PHK56,LH198/PHK56,LH198,PHK56,0.000696773415977961,5/16/17,11/13/17,36,NA,NA,142,41,7,4,3.30911151143158,14.6,803.20358596608
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,30,2,6,PHW52/LH38,PHW52/LH38,PHW52,LH38,0.000696773415977961,5/16/17,11/13/17,32,NA,NA,130,56,NA,6,2.36194738572023,13.4,807.06514166784
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,31,2,5,PHB47/PHK56,PHB47/PHK56,PHB47,PHK56,0.000696773415977961,5/16/17,11/13/17,35,NA,NA,124,43,7,4,4.218615035723,15.5,794.19328932864
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,32,2,5,PHN66/LH123HT,PHN66/LH123HT,PHN66,LH123HT,0.000696773415977961,5/16/17,11/13/17,27,NA,NA,160,64,NA,NA,3.69513267598591,16,783.89580745728
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,33,2,4,GEMN-0260/DK3IIH6,GEMN-0260/3IIH6,GEMN-0260,DK3IIH6,0.000696773415977961,5/16/17,11/13/17,33,NA,NA,NA,56,NA,NA,2.11903650656165,12.4,813.50106783744
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,34,2,4,PHN66/LH82,PHN66/LH82,PHN66,LH82,0.000696773415977961,5/16/17,11/13/17,35,NA,NA,117,74,NA,4,4.11190999836652,14.6,807.06514166784
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,35,2,3,LH198/LH38,LH198/LH38,LH198,LH38,0.000696773415977961,5/16/17,11/13/17,37,NA,NA,135,48,NA,NA,3.73907004430917,15.3,792.90610409472
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,36,2,3,PHN66/PHR55,PHN66/PHR55,PHN66,PHR55,0.000696773415977961,5/16/17,11/13/17,30,NA,NA,NA,56,NA,3,3.0310507376144,13.9,804.4907712
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,37,2,2,LH198/PHG29,LH198/PHG29,LH198,PHG29,0.000696773415977961,5/16/17,11/13/17,34,NA,NA,NA,51,NA,3,1.64639595874147,8.29,828.94729064448
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,38,2,2,PHB47/PHN82,PHB47/PHN82,PHB47,PHN82,0.000696773415977961,5/16/17,11/13/17,37,NA,NA,102,48,NA,NA,2.74231946006157,26,725.97247193088
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,39,2,1,PHN66/PHG83,PHN66/PHG83,PHN66,PHG83,0.000696773415977961,5/16/17,11/13/17,22,NA,NA,145,66,NA,2,2.15167569445893,11.9,817.3626235392
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,40,2,1,PHB47/PHG47,PHB47/PHG47,PHB47,PHG47,0.000696773415977961,5/16/17,11/13/17,19,NA,NA,NA,30,NA,NA,1.81900704858284,9.87,821.22417924096
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,41,3,1,PHN66/PHG29,PHN66/PHG29,PHN66,PHG29,0.000696773415977961,5/16/17,11/13/17,35,NA,NA,NA,36,7,NA,3.06306224882134,14.5,800.62921549824
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,42,3,1,PHN66/PHK56,PHN66/PHK56,PHN66,PHK56,0.000696773415977961,5/16/17,11/13/17,38,NA,NA,135,56,NA,NA,3.80936983362638,14.3,807.06514166784
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,43,3,2,LH195/LH82,LH195/LH82,LH195,LH82,0.000696773415977961,5/16/17,11/13/17,27,NA,NA,127,41,NA,3,2.04622601048311,14.6,786.47017792512
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,44,3,2,LH198/PHG47,LH198/PHG47,LH198,PHG47,0.000696773415977961,5/16/17,11/13/17,28,NA,NA,NA,43,6,3,1.55852122209496,9.3,822.51136447488
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,45,3,3,LH195/Q381,LH195/Q381,LH195,Q381,0.000696773415977961,5/16/17,11/13/17,29,NA,NA,147,64,3,3,2.43224717503744,14.9,789.04454839296
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,46,3,3,PHW52/PHM49,PHW52/PHM49,PHW52,PHM49,0.000696773415977961,5/16/17,11/13/17,37,NA,NA,140,51,11,4,3.262663436347,16.8,771.02395511808
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,47,3,4,B73/PHN82,B73/PHN82,B73,PHN82,0.000696773415977961,5/16/17,11/13/17,36,NA,NA,147,69,7,4,3.58026784165511,15.5,790.33173362688
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,48,3,4,PHW52/LH185,PHW52/LH185,PHW52,LH185,0.000696773415977961,5/16/17,11/13/17,38,NA,NA,142,43,NA,4,2.57221907698153,13.5,805.77795643392
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,49,3,5,PHW52/PHR55,PHW52/PHR55,PHW52,PHR55,0.000696773415977961,5/16/17,11/13/17,27,NA,NA,150,66,NA,3,3.51436178917022,16.3,780.03425175552
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,50,3,5,LH198/PHR55,LH198/PHR55,LH198,PHR55,0.000696773415977961,5/16/17,11/13/17,36,NA,NA,140,61,4,4,3.01724185042709,17.2,762.01365848064
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,51,3,6,PHB47/PHG29,PHB47/PHG29,PHB47,PHG29,0.000696773415977961,5/16/17,11/13/17,41,NA,NA,127,36,8,4,3.60976864610073,14.5,808.35232690176
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,52,3,6,LH195/PHK56,LH195/PHK56,LH195,PHK56,0.000696773415977961,5/16/17,11/13/17,36,NA,NA,137,51,7,4,4.07989848715957,15.8,789.04454839296
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,53,3,7,PHW52/LH82,PHW52/LH82,PHW52,LH82,0.000696773415977961,5/16/17,11/13/17,28,NA,NA,127,53,3,3,2.9337608506129,15,795.48047456256
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,54,3,7,LH195/LH38,LH195/LH38,LH195,LH38,0.000696773415977961,5/16/17,11/13/17,32,NA,NA,157,76,NA,NA,3.57838481158411,19.5,755.57773231104
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,55,3,8,2369/PHN82,2369/PHN82,2369,PHN82,0.000696773415977961,5/16/17,11/13/17,31,NA,NA,127,56,9,3,3.94934173557047,14.7,805.77795643392
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,56,3,8,PHW52/Q381,PHW52/Q381,PHW52,Q381,0.000696773415977961,5/16/17,11/13/17,34,NA,NA,117,38,31,3,2.36006435564923,14.2,798.0548450304
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,57,3,9,PHB47/PHW30,PHB47/PHW30 ,PHB47,PHW30,0.000696773415977961,5/16/17,11/13/17,29,NA,NA,NA,53,12,3,2.88166368531532,14.4,803.20358596608
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,58,3,9,PHG80/PHZ51,PHG80/PHZ51,PHG80,PHZ51,0.000696773415977961,5/16/17,11/13/17,33,NA,NA,NA,58,7,3,2.95196347463254,13.9,808.35232690176
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,59,3,10,PHB47/PHG83,PHB47/PHG83,PHB47,PHG83,0.000696773415977961,5/16/17,11/13/17,34,NA,NA,140,69,NA,7,2.81261924937878,15.3,790.33173362688
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,60,3,10,PHW52/PHG29,PHW52/PHG29,PHW52,PHG29,0.000696773415977961,5/16/17,11/13/17,38,NA,NA,NA,38,19,4,2.47995060350269,13,816.07543830528
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,61,4,10,LH198/LH51,LH198/LH51,LH198,LH51,0.000696773415977961,5/16/17,11/13/17,25,NA,NA,NA,56,5,3,2.06505631119308,14.9,783.89580745728
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,62,4,10,PHW52/PHG83,PHW52/PHG83,PHW52,PHG83,0.000696773415977961,5/16/17,11/13/17,30,NA,NA,130,43,9,3,2.88291903869599,19,754.29054707712
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,63,4,9,PHW52/LH51,PHW52/LH51,PHW52,LH51,0.000696773415977961,5/16/17,11/13/17,25,NA,NA,NA,NA,10,3,1.94328703326862,13.9,795.48047456256
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,64,4,9,LH195/PHG29,LH195/PHG29,LH195,PHG29,0.000696773415977961,5/16/17,11/13/17,28,NA,NA,NA,38,11,6,2.23013528075046,14.1,798.0548450304
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,65,4,8,B37/H95,B37/H95,B37,H95,0.000696773415977961,5/16/17,11/13/17,33,NA,NA,140,53,10,7,2.28725385957069,16.6,759.4392880128
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,66,4,8,PHN66/Q381,PHN66/Q381,PHN66,Q381,0.000696773415977961,5/16/17,11/13/17,28,NA,NA,NA,58,11,3,3.69701570605691,14,813.50106783744
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,67,4,7,PHN66/PHG47,PHN66/PHG47,PHN66,PHG47,0.000696773415977961,5/16/17,11/13/17,33,NA,NA,NA,38,NA,3,3.43904058633036,15.3,794.19328932864
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,68,4,7,LH185/PHB47,PHB47/LH185,PHB47,LH185,0.000696773415977961,5/16/17,11/13/17,31,NA,NA,NA,38,6,3,2.6651152271507,13.3,812.21388260352
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,69,4,6,LH74/PHN82,LH74/PHN82,LH74,PHN82,0.000696773415977961,5/16/17,11/13/17,37,NA,NA,NA,48,NA,4,3.56583127777747,14.6,804.4907712
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,70,4,6,PB80/PHZ51,PB80/PHZ51,PB80,PHZ51,0.000696773415977961,5/16/17,11/13/17,37,NA,NA,NA,66,NA,NA,2.47806757343169,17.1,756.86491754496
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,71,4,5,ICI_441/PHG47,ICI 441/PHG47,ICI_441,PHG47,0.000696773415977961,5/16/17,11/13/17,31,NA,NA,NA,43,3,3,3.29216424079261,13.5,814.78825307136
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,72,4,5,ICI_441/Q381,ICI 441/Q381,ICI_441,Q381,0.000696773415977961,5/16/17,11/13/17,35,NA,NA,NA,43,NA,4,3.02602932409174,13.3,812.21388260352
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,73,4,4,PHW52/PHN82,PHW52/PHN82,PHW52,PHN82,0.000696773415977961,5/16/17,11/13/17,36,NA,NA,NA,41,11,4,2.17678276207222,13.6,799.34203026432
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,74,4,4,LH198/Q381,LH198/Q381,LH198,Q381,0.000696773415977961,5/16/17,11/13/17,38,NA,NA,NA,53,11,4,3.44531735323368,13.5,814.78825307136
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,75,4,3,LH198/PHN37,LH198/PHN37,LH198,PHN37,0.000696773415977961,5/16/17,11/13/17,32,NA,NA,140,53,6,3,3.20491718083643,14.4,798.0548450304
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,76,4,3,LH38/PHB47,PHB47/LH38,PHB47,LH38,0.000696773415977961,5/16/17,11/13/17,31,NA,NA,NA,30,6,3,2.27218961900272,11.7,819.93699400704
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,77,4,2,LH51/PHB47,PHB47/LH51,PHB47,LH51,0.000696773415977961,5/16/17,11/13/17,36,NA,NA,NA,48,NA,NA,2.5715914002912,13.3,810.9266973696
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,78,4,2,PHN66/LH38,PHN66/LH38,PHN66,LH38,0.000696773415977961,5/16/17,11/13/17,35,NA,NA,NA,64,NA,4,2.62494391896944,17.7,753.0033618432
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,79,4,1,LH195/PHG47,LH195/PHG47,LH195,PHG47,0.000696773415977961,5/16/17,11/13/17,37,NA,NA,NA,48,NA,NA,3.66061045801764,15,799.34203026432
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,80,4,1,PHW52/LH123HT,PHW52/LH123HT,PHW52,LH123HT,0.000696773415977961,5/16/17,11/13/17,32,NA,NA,142,61,10,3,2.67578573088635,16.1,774.88551081984
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,81,5,1,LH195/LH123HT,LH195/LH123HT,LH195,LH123HT,0.000696773415977961,5/16/17,11/13/17,38,NA,NA,173,64,NA,11,1.18505359134727,13.1,783.89580745728
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,82,5,1,B73/PHZ51,B73/PHZ51,B73,PHZ51,0.000696773415977961,5/16/17,11/13/17,38,NA,NA,NA,64,NA,4,5.87756452827112,16.8,778.7470665216
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,83,5,2,LH195/PHZ51,LH195/PHZ51,LH195,PHZ51,0.000696773415977961,5/16/17,11/13/17,38,NA,NA,142,41,NA,NA,2.39082051347551,15.2,782.60862222336
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,84,5,2,PHB47/Q381,PHB47/Q381,PHB47,Q381,0.000696773415977961,5/16/17,11/13/17,35,NA,NA,NA,48,NA,7,2.49062110723834,14.7,789.04454839296
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,85,5,3,PHW52/PHN37,PHW52/PHN37,PHW52,PHN37,0.000696773415977961,5/16/17,11/13/17,32,NA,NA,NA,43,6,3,1.85603997331244,10.1,822.51136447488
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,86,5,3,ICI_441/PHR55,ICI 441/PHR55,ICI_441,PHR55,0.000696773415977961,5/16/17,11/13/17,39,NA,NA,150,56,NA,4,3.39573089469743,16.2,776.17269605376
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,87,5,4,ICI_441/PHK56,ICI 441/PHK56,ICI_441,PHK56,0.000696773415977961,5/16/17,11/13/17,36,NA,NA,NA,43,11,4,3.00845437676244,13.8,805.77795643392
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,88,5,4,ICI_441/PHG29,ICI 441/PHG29,ICI_441,PHG29,0.000696773415977961,5/16/17,11/13/17,36,NA,NA,NA,43,NA,NA,2.92497337694825,14.1,804.4907712
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,89,5,5,LH195/LH185,LH195/LH185,LH195,LH185,0.000696773415977961,5/16/17,11/13/17,38,NA,NA,147,64,NA,4,1.8240284621055,13.9,786.47017792512
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,90,5,5,LH198/LH123HT,LH198/LH123HT,LH198,LH123HT,0.000696773415977961,5/16/17,11/13/17,38,NA,NA,160,69,8,4,2.89358954243164,15.4,783.89580745728
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,91,5,6,LH195/PHR55,LH195/PHR55,LH195,PHR55,0.000696773415977961,5/16/17,11/13/17,35,NA,NA,168,61,NA,4,1.80394280801486,25.2,716.96217529344
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,92,5,6,B73/MO17,B73/MO17,B73,MO17,0.000696773415977961,5/16/17,11/13/17,33,NA,NA,152,76,10,3,1.35264326766598,13.1,787.75736315904
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,93,5,7,ICI_441/LH82,ICI 441/LH82,ICI_441,LH82,0.000696773415977961,5/16/17,11/13/17,29,NA,NA,NA,38,NA,NA,2.44166232539242,13.4,812.21388260352
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,94,5,7,ICI_441/PHG83,ICI 441/PHG83,ICI_441,PHG83,0.000696773415977961,5/16/17,11/13/17,31,NA,NA,130,56,NA,3,2.37073485938488,16.6,762.01365848064
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,95,5,8,PHN66/PHW30,PHN66/PHW30 ,PHN66,PHW30,0.000696773415977961,5/16/17,11/13/17,33,NA,NA,132,56,3,3,2.85906732446336,13.3,812.21388260352
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,96,5,8,PHP02/PHB47,PHP02/PHB47,PHP02,PHB47,0.000696773415977961,5/16/17,11/13/17,33,NA,NA,91,36,10,3,2.15732478467192,13.3,804.4907712
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,97,5,9,2369/DK3IIH6,2369/3IIH6,2369,DK3IIH6,0.000696773415977961,5/16/17,11/13/17,23,NA,NA,NA,38,9,5,2.26340214533807,13.6,799.34203026432
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,98,5,9,GEMN-0268/DK3IIH6,GEMN-0268/3IIH6,GEMN-0268,DK3IIH6,0.000696773415977961,5/16/17,11/13/17,24,NA,NA,NA,58,NA,2,2.36508576917189,14,799.34203026432
NEH4_2017,2017,NEH4,G2F_2016_17,1,1,99,5,10,B14A/MO17,B14A/MO17,B14A,MO17,0.000696773415977961,5/16/17,11/13/17,33,NA,NA,150,74,10,3,3.11767012088025,32.1,698.94158201856
